Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR3428743,2019-07-12 08:35:55,2019-07-12 15:31:33,25580,7699580,0,301,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428743,ERX3452180,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569753,SAMEA5766203,simple,1263854,anaerobic digester metagenome,SAMEA5766203,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,6604B8CCF424F60870B67915B60425A6,1561EC3818B060E7A2BDE9770585E03D
ERR3428744,2019-07-12 08:35:55,2019-07-12 15:31:46,66959,20154659,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428744/ERR3428744.1,ERX3452181,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569754,SAMEA5766204,simple,1263854,anaerobic digester metagenome,SAMEA5766204,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,0F48AA9E53FD051050A4DC27CE4C85DA,53DCB9BBE927DD8301453D6FA0A5CAD9
ERR3428745,2019-07-12 08:35:55,2019-07-12 15:31:59,19008,5721408,0,301,3,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428745,ERX3452182,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569755,SAMEA5766205,simple,1263854,anaerobic digester metagenome,SAMEA5766205,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,42DA824A87EDE2BD9B44F6D54BC3E689,F63EF1C242593FB7ABFAFF9F83DA436E
ERR3428746,2019-07-12 08:35:55,2019-07-12 15:32:12,34795,10473295,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428746,ERX3452183,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569756,SAMEA5766206,simple,1263854,anaerobic digester metagenome,SAMEA5766206,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,5F2CB5721AB59CD6F865B843299608C0,B33ACA5DC518DCC1A8E7D11E161FFE56
ERR3428747,2019-07-12 08:35:55,2019-07-12 15:32:24,72829,21921529,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428747/ERR3428747.1,ERX3452184,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569757,SAMEA5766207,simple,1263854,anaerobic digester metagenome,SAMEA5766207,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,4D2FE940B3E0E8790BE95CA87ED7DC5D,E946DE31399F420C307906D195798F36
ERR3428748,2019-07-12 08:35:55,2019-07-12 15:32:37,41985,12637485,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428748,ERX3452185,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569758,SAMEA5766208,simple,1263854,anaerobic digester metagenome,SAMEA5766208,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,F92AAAF38A925E5A6638C08AC5A853A0,5D98534D34167BBCF8569E4AEABE42CD
ERR3428749,2019-07-12 08:35:55,2019-07-12 15:32:49,18155,5464655,0,301,2,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428749,ERX3452186,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569759,SAMEA5766209,simple,1263854,anaerobic digester metagenome,SAMEA5766209,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,96B2167251BD8AE68E7E3E10F49DB238,0EBBAB90339A3631C71E3B6A539095CE
ERR3428750,2019-07-12 08:35:55,2019-07-12 15:33:01,39284,11824484,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428750,ERX3452187,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569760,SAMEA5766210,simple,1263854,anaerobic digester metagenome,SAMEA5766210,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,4DBA6654B3D0B55A42CFCC957F6A68AD,1A801439F9F07BABEB8A637B78AE03DB
ERR3428751,2019-07-12 08:35:55,2019-07-12 15:33:13,11249,3385949,0,301,1,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428751,ERX3452188,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569761,SAMEA5766211,simple,1263854,anaerobic digester metagenome,SAMEA5766211,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,E34EEBD94122E043A38338C4BEB07F7D,3D8F3172C7B8A455450DB06C5AF93F13
ERR3428752,2019-07-12 08:35:55,2019-07-12 15:33:26,65463,19704363,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428752/ERR3428752.1,ERX3452189,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569762,SAMEA5766212,simple,1263854,anaerobic digester metagenome,SAMEA5766212,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,C8A586C75B49E98878F99F120425148B,6294A9BD916A86B6124EA05E13E44B0B
ERR3428753,2019-07-12 08:35:55,2019-07-12 15:33:37,30654,9226854,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428753,ERX3452190,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569763,SAMEA5766213,simple,1263854,anaerobic digester metagenome,SAMEA5766213,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,7E8FEB0054EFCB7141276001BDEA1CC9,FAF23E1AE7B615B2D1BA69ACBF5A67EF
ERR3428754,2019-07-12 08:35:55,2019-07-12 15:33:50,70728,21289128,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428754/ERR3428754.1,ERX3452191,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569764,SAMEA5766214,simple,1263854,anaerobic digester metagenome,SAMEA5766214,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,55386C22D920771D659CA2E731D32730,AB7951554CF70B0F1B8150544280FE38
ERR3428755,2019-07-12 08:35:55,2019-07-12 15:34:27,105630,31794630,0,301,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428755/ERR3428755.1,ERX3452192,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569765,SAMEA5766215,simple,1263854,anaerobic digester metagenome,SAMEA5766215,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,F867520990928C8AE0C6D78CB03F8A01,5F5B5C05CD6AC0929F57C7FF3AABD4F0
ERR3428756,2019-07-12 08:35:55,2019-07-12 15:34:16,75185,22630685,0,301,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428756/ERR3428756.1,ERX3452193,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569766,SAMEA5766216,simple,1263854,anaerobic digester metagenome,SAMEA5766216,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,C6C986D55E6AE09BB9846A14594D0956,5FCDC3671B2DBA005D1FFD1E151A98E9
ERR3428757,2019-07-12 08:35:55,2019-07-12 15:34:31,34844,10488044,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428757,ERX3452194,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569767,SAMEA5766217,simple,1263854,anaerobic digester metagenome,SAMEA5766217,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,302F3CBEAEC7F8DC74CF159B0F89850C,CD2B7F57248A9BE906090F000463B15A
ERR3428758,2019-07-12 08:35:55,2019-07-12 15:34:39,74741,22497041,0,301,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428758/ERR3428758.1,ERX3452195,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569768,SAMEA5766218,simple,1263854,anaerobic digester metagenome,SAMEA5766218,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,33D083DDBD765BB799D2EA6DABD96362,50F357B9ABCF1185C4B9D125DAF4A27F
ERR3428759,2019-07-12 08:35:55,2019-07-12 15:34:43,30100,9060100,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428759,ERX3452196,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569769,SAMEA5766219,simple,1263854,anaerobic digester metagenome,SAMEA5766219,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,8071D0B53247C4B59D53797BAB6A7D01,58F40C00074EB640A5ABAA797DE9BC58
ERR3428760,2019-07-12 08:35:55,2019-07-12 15:34:52,53893,16221793,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428760,ERX3452197,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569770,SAMEA5766220,simple,1263854,anaerobic digester metagenome,SAMEA5766220,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,7F880F29F4BDA0D6DC55CF41D6478190,9D24C68C0179CD4E5E1A8DD1A7654A0D
ERR3428761,2019-07-12 08:35:55,2019-07-12 15:34:55,36972,11128572,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428761,ERX3452198,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569771,SAMEA5766221,simple,1263854,anaerobic digester metagenome,SAMEA5766221,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,DAC84A9A0EBCC9CE2253A607F3F09478,9F2A9BF66652B8984D76C6827FCE00CB
ERR3428762,2019-07-12 08:35:55,2019-07-12 15:35:05,56957,17144057,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428762,ERX3452199,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569772,SAMEA5766222,simple,1263854,anaerobic digester metagenome,SAMEA5766222,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,DF7B10FE0CEA1FF59A8F41F6D7CAF0A9,D0524D4D9DDA5A70727A198843FEF65E
ERR3428763,2019-07-12 08:35:55,2019-07-12 15:35:18,72687,21878787,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428763/ERR3428763.1,ERX3452200,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569773,SAMEA5766223,simple,1263854,anaerobic digester metagenome,SAMEA5766223,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,60AA5F6D4517156E3A0763243530DA14,6FF940E32175638173F0B71038CA335D
ERR3428764,2019-07-12 08:35:55,2019-07-12 15:35:48,62176,18714976,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428764/ERR3428764.1,ERX3452201,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569774,SAMEA5766224,simple,1263854,anaerobic digester metagenome,SAMEA5766224,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,8F4E0464DCD8427F626FE15D0E88904F,FC396E42B9B3782A34DB582FF04800FF
ERR3428765,2019-07-12 08:35:55,2019-07-12 15:35:48,39569,11910269,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428765,ERX3452202,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569775,SAMEA5766225,simple,1263854,anaerobic digester metagenome,SAMEA5766225,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,E4A7A6E4D703433035EF781E1F6767CB,8F6FC85B728B819417561CF8A73DD7EE
ERR3428766,2019-07-12 08:35:55,2019-07-12 15:35:48,62981,18957281,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428766/ERR3428766.1,ERX3452203,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569776,SAMEA5766226,simple,1263854,anaerobic digester metagenome,SAMEA5766226,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,A148C794F3E9B1CFD058C3D8D8432DAB,1344DA61E9732BE58A04C1B3763755EE
ERR3428767,2019-07-12 08:35:55,2019-07-12 15:35:48,46734,14066934,0,301,7,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428767,ERX3452204,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569777,SAMEA5766227,simple,1263854,anaerobic digester metagenome,SAMEA5766227,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,5F4DBBA9FA7BAEB3D4E35427526B401A,31E13E85011EB1206762D303E6345CAF
ERR3428768,2019-07-12 08:35:55,2019-07-12 15:35:47,46303,13937203,0,301,7,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428768,ERX3452205,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569778,SAMEA5766228,simple,1263854,anaerobic digester metagenome,SAMEA5766228,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,26438B6D6E58056881439559B2A49001,C60C5CB882D371AAF5D3FB51FFD27E09
ERR3428769,2019-07-12 08:35:55,2019-07-12 15:36:02,39179,11792879,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428769,ERX3452206,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569779,SAMEA5766229,simple,1263854,anaerobic digester metagenome,SAMEA5766229,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,4D31D09B87CA40CAEEC9DCD6824FBE3F,48DBA10954D658DE156BF67CABB4D8B2
ERR3428770,2019-07-12 08:35:55,2019-07-12 15:36:01,50729,15269429,0,301,8,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428770,ERX3452207,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569780,SAMEA5766230,simple,1263854,anaerobic digester metagenome,SAMEA5766230,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,44CAD992914F5504108378894B89B564,8CED07A6611B40D0CDA7B498F2CB54B5
ERR3428771,2019-07-12 08:35:55,2019-07-12 15:36:14,42130,12681130,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428771,ERX3452208,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569781,SAMEA5766231,simple,1263854,anaerobic digester metagenome,SAMEA5766231,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,0B1B40C89092AC4B7BD1E39572C0797D,866917F2715F44BE955E055F8BA4B815
ERR3428772,2019-07-12 08:35:55,2019-07-12 15:36:14,38021,11444321,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428772,ERX3452209,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569782,SAMEA5766232,simple,1263854,anaerobic digester metagenome,SAMEA5766232,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,38CB512A94A5B0ABD44E7C9ECA2C0D1D,F1D07EC59BB1ECE415DBD5DB7F411A0B
ERR3428773,2019-07-12 08:35:55,2019-07-12 15:36:26,54986,16550786,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428773,ERX3452210,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569783,SAMEA5766233,simple,1263854,anaerobic digester metagenome,SAMEA5766233,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,CC11667F5B4214FDA90BC8ADC19095BB,D2F48AC83B0FC02CF9B08A3A4A60E6A2
ERR3428774,2019-07-12 08:35:55,2019-07-12 15:36:27,49173,14801073,0,301,8,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428774,ERX3452211,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569784,SAMEA5766234,simple,1263854,anaerobic digester metagenome,SAMEA5766234,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,C1EC1100D24C48F5940D23D416ECAC86,272E771FD6643FA85C1232F4EA33462C
ERR3428775,2019-07-12 08:35:55,2019-07-12 15:36:38,28860,8686860,0,301,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428775,ERX3452212,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569785,SAMEA5766235,simple,1263854,anaerobic digester metagenome,SAMEA5766235,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,3DD1A8C4DB4191330A038FA6D7772480,D0EEB664A6FA861F48E374309CD34637
ERR3428776,2019-07-12 08:35:55,2019-07-12 15:36:40,46261,13924561,0,301,7,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428776,ERX3452213,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569786,SAMEA5766236,simple,1263854,anaerobic digester metagenome,SAMEA5766236,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,377E5EC639D703712C13783AC6C0CAF0,3FE20EF559F5E50238332D5CEE68C450
ERR3428777,2019-07-12 08:35:55,2019-07-12 15:36:50,40752,12266352,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428777,ERX3452214,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569787,SAMEA5766237,simple,1263854,anaerobic digester metagenome,SAMEA5766237,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,24EE76363C5EFEB5C37AB65430721926,380367F721B5C31E1F184ADC26EC1347
ERR3428778,2019-07-12 08:35:55,2019-07-12 15:36:53,27488,8273888,0,301,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428778,ERX3452215,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569788,SAMEA5766238,simple,1263854,anaerobic digester metagenome,SAMEA5766238,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,17E77DA3C439A0C0183689E0011B4CF9,A0EE56C7896ECDDA0EAF7F420717C0CC
ERR3428779,2019-07-12 08:35:55,2019-07-12 15:37:03,35207,10597307,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428779,ERX3452216,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569789,SAMEA5766239,simple,1263854,anaerobic digester metagenome,SAMEA5766239,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,1430D6A3CDC5EA7B6997895E8C2886C7,CD20552B1903895A716CBFE79BBAD06C
ERR3428780,2019-07-12 08:35:55,2019-07-12 15:37:05,43374,13055574,0,301,7,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428780,ERX3452217,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569790,SAMEA5766240,simple,1263854,anaerobic digester metagenome,SAMEA5766240,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,DC5D3744006B352BC5EC440069ACC653,E715ED0B76F69E71CDEEAF42D67B48E7
ERR3428781,2019-07-12 08:35:55,2019-07-12 15:37:15,35471,10676771,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428781,ERX3452218,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569791,SAMEA5766241,simple,1263854,anaerobic digester metagenome,SAMEA5766241,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,1712F50F695EE0C7F9A3146CCB4454BD,4643970607E22959666EBD9552005D2C
ERR3428782,2019-07-12 08:35:55,2019-07-12 15:37:18,57073,17178973,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428782,ERX3452219,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569792,SAMEA5766242,simple,1263854,anaerobic digester metagenome,SAMEA5766242,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,FC64550FC6A54EC415400B18DDCD81A4,C640A587120B7AB7A88B5B8816CEC85F
ERR3428783,2019-07-12 08:35:55,2019-07-12 15:37:27,35591,10712891,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428783,ERX3452220,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569793,SAMEA5766243,simple,1263854,anaerobic digester metagenome,SAMEA5766243,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,477647B3E08163B004B6AE623EC84CA3,DB2688884A7CE63143A6AB57842961A0
ERR3428784,2019-07-12 08:35:55,2019-07-12 15:37:31,57525,17315025,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428784,ERX3452221,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569794,SAMEA5766244,simple,1263854,anaerobic digester metagenome,SAMEA5766244,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,2410BEE19316AFFA429C620309CCE2A2,8FD4217B7EDF9022A2A124CF33D67F35
ERR3428785,2019-07-12 08:35:55,2019-07-12 15:37:40,58703,17669603,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428785,ERX3452222,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569795,SAMEA5766245,simple,1263854,anaerobic digester metagenome,SAMEA5766245,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,70907ECA1A3B8B150AE94200AB923481,7A1FFF6B7DD02CAF86A928BACB6D7BD9
ERR3428786,2019-07-12 08:35:55,2019-07-12 15:37:43,49800,14989800,0,301,8,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428786,ERX3452223,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569796,SAMEA5766246,simple,1263854,anaerobic digester metagenome,SAMEA5766246,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,A6EC39341C3A4DC8D5AB462D0F4089A8,CFE0A1696396F283C894603E880D152F
ERR3428787,2019-07-12 08:35:55,2019-07-12 15:37:53,50320,15146320,0,301,8,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428787,ERX3452224,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569797,SAMEA5766247,simple,1263854,anaerobic digester metagenome,SAMEA5766247,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,FCAAFB5BFA55C2D16608944E9DC464F8,10A98F0332A9E691A6B373B19F523D3A
